Year	cd	State Code	State Name	Conccat	Bachelors_degree_or_higher	high_school_or_some_degree	Less_than_high_school_graduate	Less_than_$5000	$5000_to_$9999	$10000_to_$14999	$15000_to_$19999	$20000_to_$24999	$25000_to_$34999	$35000_to_$49999	$50000_to_$74999	$75000_to_$99999	$100000_to_$149999	$150000_or_more	Total_Agriculture_forestry_fishing_hunting_mining	Total_Construction	Total_Manufacturing	Total_Wholesale_trade	Total_Retail_trade	Total_Transportation_warehousing_utilities	Total_Information	Total_Finance_insurance_realestate_rental_leasing	Total_Professional_scientific_management_administrative_waste_management_services	Total_Educationalservices_healthcare_socialassistance	Total_Arts_entertainment_recreation_accommodation_foodservices	Total_Otherservices_except_Public_administration	Total_Public_administration	Male	Male_Agriculture_forestry_fishing_hunting_mining	Male_Construction	Male_Manufacturing	Male_Wholesale_trade	Male_Retail_trade	Male_Transportation_warehousing_utilities	Male_Information	Male_Finance_insurance_realestate_rental_leasing	Male_Professional_scientific_management_administrative_waste_management_services	Male_Educationalservices_healthcare_socialassistance	Male_Arts_entertainment_recreation_accommodation_foodservices	Male_Otherservices_except_Public_administration	Male_Public_administration	Female	Female_Agriculture_forestry_fishing_hunting_mining	Female_Construction	Female_Manufacturing	Female_Wholesale_trade	Female_Retail_trade	Female_Transportation_warehousing_utilities	Female_Information	Female_Finance_insurance_realestate_rental_leasing	Female_Professional_scientific_management_administrative_waste_management_services	Female_Educationalservices_healthcare_socialassistance	Female_Arts_entertainment_recreation_accommodation_foodservices	Female_Otherservices_except_Public_administration	Female_Public_administration
2020	36_CA	CA	California	202036_CA	112639	45212	5300		1104	3212	2871	2597	5032	6707	11952	11985	19912	44438	230	2883	8243	3302		3131	9965	11487	24384	16165	6435	2562	3315	57378	146	2630	5711	2017	3320	1942	6181	7279	15436		3968	1182	2077	41533	84	253	2532	1285	3489	1189	3784	4208	8948	10676	2467		1238
2020	36_TX	TX	Texas	202036_TX	69368	226430	57039		5296	8823	8802	9787	18802	25360	35642	25722	33223		4611	23773		6471	17460	13904	1713	9255	19096	36844	11380	8884	9086	114699	3376	21121	23474	4900	9193	11089	984	3691	12141	7823	6097	5215	5595	76674	1235	2652	5422	1571	8267	2815	729	5564	6955	29021	5283	3669	3491
2020		CA	California	202037_CA	152830	175534	84956	9085	6241	10458	8010	10994	17546	25457	35248	27479	33876	42051		10906	18320	6918	19124		15650	14425	41604	40707	22694	12673		125237	252	10249	12058	4610	10916	8651	9226	7912	24298	14419	13632	6079	2935	96454	196	657	6262	2308	8208	2976	6424	6513	17306	26288	9062	6594	3660
	37_TX	TX	Texas	202037_TX	407160	333561	53122	12811	8614	10480	10134	12082	28136	44531	72898	58560	90258		3511	31602	45810	11993	41649	16813	18850	43411	102994	92428	29741	19844	32868	283070	2664	26987	33104	8926	26364	13135	11687	23964	64227	29120	17063	9765	16064	208444	847	4615	12706	3067	15285	3678	7163	19447	38767	63308	12678	10079	16804
2020	38_CA	CA	California	202038_CA	212928	454322	107109	8915	5117	9785	10345	11438	23634	35426	57941	49533	71563	71901	2062	27194	57669	23993		34004	7414	29467	47123	82860	27867	17124	22433	242589	1688	24660	39891	15452	23283	26228	5082	14029	29373	24525	15994	10429	11955	176828	374	2534	17778	8541	16924		2332	15438	17750	58335		6695	10478
2020	38_TX	TX	Texas	202038_TX	2973	12603	2347	96	393	207	161	293	619	1008	1454	1584	1706	1618	448	1405	1523	203	1065	567	260	640	902	1773	744	576	459	6476	343	1312	1349		604	486	242	115	580	404	351	402	157	4089	105	93	174	72	461	81	18	525	322	1369	393	174	302
2020	39_CA	CA	California	202039_CA	151693	501362	128120	8197	5765	9532	9628	11410	24891	36290	58914	46175	64069	60521	3103	42975	45703	14640	44776	36421	5614	20571	37876	79783		15569	24447	237466	2372	39842	33915	10733	26046	27077	4239	9283	24798	22655	13554	9525	13427	156695	731	3133	11788	3907	18730	9344	1375	11288	13078	57128	9129	6044	11020
2020	4_AL	AL	Alabama	20204_AL	69353	295273	67001	9793	12021	17798	18588	17614	33300	41602	51881	33126	31691	16930	4411	18408	52578	6841	23829	14642	3268	9462	14613	46414	9196	9649	11709	131540	3954	16538	39240	5331	12785	11690	2287	3717	9062	9879	3641	6573	6843	93480	457	1870	13338	1510	11044	2952	981	5745	5551	36535	5555	3076	4866
2020	4_AR	AR	Arkansas	20204_AR	84724	352061	62641	12618	13143	21015	20901	21497	39193	48098	61789	37450	34582	18883	9643	19707	47569	6162	27005	17527	3024	12275	16059		12263	10743	14490	143212	8216	18252	34763	4380	14600	14095	1841	3832	9600	12836	5833	7104	7860	114035	1427	1455	12806	1782	12405	3432	1183	8443	6459	47944		3639	6630
2020	4_AZ	AZ	Arizona	20204_AZ	241831	412794	71576	14535	9194	14745	15872	18287	36772	57359	82244	57125	69155	56373	1804	30915	40987	12058	43799	21947	10028	51538	61985	81804	32912	15562	16142	239346	1446	27383	29828	8982		15309	6308	25580	37594	25494	18765	8807	8659	182135	358	3532	11159	3076	18608	6638	3720	25958	24391	56310	14147	6755	7483
2020		CA	California		126341	289460	53452	6977	5000	9067	6437	8627	16423	25053	40380		46508	55532	7113	19013	22755	5891	20240	14790	3668	13535	23182	53540	15255	9293	21892	130880	5930	17159	16473	4211	12342	11637	2531	5592	14294	17028	7598	5023	11062	99287	1183	1854	6282	1680	7898	3153	1137	7943	8888	36512	7657	4270	10830
2020	4_CO	CO	Colorado	20204_CO		121598	16185	2573	2057	3330	2983	3804	8625	12329	20323	18404	28910	38415	7535	10593	10384	4471		7335		16712	21976	26044	6264	4336	9298	88156	6444	9515	7668	3468	7230	6035	4979	9140		7188	4057	2547	5695	56474	1091	1078		1003	5541	1300	1932	7572	7786	18856	2207	1789	3603
2020	4_CT	CT	Connecticut	20204_CT	239428	212115	46386	6779	6272	8903	9057	8569	17603	25534	38797	29789	47135	98395	819	18057	25571	8663	22890		8045		47435	57384	16140	10872	7707	162224	515	16997	17182	5584	13849	8007	4822	28401		16359	10389	5384	4725		304	1060	8389	3079	9041	2464	3223	14643	17425	41025	5751	5488	2982
2020	4_FL	FL	Florida	20204_FL	88893	277080	46469	9937	7921	10552	9941	13003	24888	33853	48052		34015	23116	918	15892	13797	6489	23243	21610	3919	21778	26533	45704	15158	9827	13866	118867	791	13738	10467	4874	13279	16844	2395	7747	15248	11220	8201	5700		99867	127	2154	3330	1615		4766	1524	14031	11285	34484	6957	4127	5503
2020	4_GA	GA	Georgia	20204_GA	55113	88707	15962	3401	1821	3014	3798	3824	8671	12670	17650	12138	13572	10924	120	5471	7469	2841	8889	8786	3273	6456	13935	21458	5910	3833	5651	47150	112	4860			4649		2042	2473	7166	4874	3229	2375	2440	46942	8	611	2595	942	4240	2629	1231	3983	6769		2681	1458	3211
2020		IA	Iowa	20204_IA		318653	39444	9050	8457	14228	15196	15250	31571	42763	63299	47431	49592	28273	19011	20993	51383	10820	26927	18248	3527	18136	16945	63615	11049	11625	11588	165052	17070	19281	37092	8624	15366	14960		6762	9781	15696	5067	7211	6227	118815	1941	1712	14291	2196	11561		1612	11374	7164	47919	5982	4414	5361
2020	4_IL	IL	Illinois	20204_IL	104084	262831	94730	10685	8427	10761		15672	26272	31922	41359	30752	31825	24446		14685	35843	7980		18684	3554	14700	30729	46250	22791	11152	9784	134755	470	13603	24279	5046	10877	14440	1966	6566	17932	13507	14266	6799		100712	7	1082	11564	2934	7961	4244	1588	8134	12797	32743	8525	4353	4780
2020	4_IN	IN	Indiana	20204_IN	160483	377601	54164		8283	12835	15021	16903	33856	46919	69669	52051	59859	39616	6252	22901	75042	9367	29615	23474	4252	17191	29149	73850	13890	13609	13939	193506	5403	20889	55315	7038	15751	17962	2535	7228	17838	20199	7017		8119	139025	849	2012	19727	2329	13864	5512	1717	9963	11311	53651	6873	5397	5820
2020	4_KS	KS			117279	272035		8833	8050	12664	13340	13751	29944	40571	53719	37886	41761	26342	7272	18114	52500	7612	22759	13090	3487	13712	20885	57800	13690	10105	11936	144166	6543	16527	39412	5807	12397	9583	2064	5924	11920	14743	6770	5623	6853	108796	729	1587	13088	1805	10362	3507	1423	7788	8965	43057	6920	4482	5083
2020	4_KY	KY		20204_KY	175412	378385	54337	10854	10285	14577	15764	15447		44593	67402	52768	63663	51640	5203	23814	60033	11315	32839	26182	6284	30957	33320	70636	15934	12218	19853	198827	4337	21249	45220	8449	18549	20291	3897	14159	19944	16632		7026		149761	866	2565	14813	2866	14290	5891	2387	16798	13376	54004	7293	5192	
2020	4_LA	LA	Louisiana	20204_LA	84828	328147	66940	14071	16198	22275	22013	23822	34760	41204		31437	33259		11958	17671	23137	5004	22278	14458	3239	11585	16815	58654	14050	10534	16422		11133	15952	19261		12077	11937	1758	3778	10285	13197	5691	6434	9979	100496	825	1719	3876	1177	10201	2521	1481	7807	6530	45457	8359	4100	6443
2020	4_MA	MA	Massachusetts	20204_MA	248001	261676	36595	7928	6243	11485	10022	10239	18937	26444	42583		59482	94701	821	20180	35927	10720	28082	11244	7159	30831	49223	78776	13915	10433	14819	176611	573	18574	24309	7578	16501	8224	4467	18336	30599	24960	7781	5505	9204	135519	248	1606	11618	3142	11581	3020	2692	12495	18624	53816	6134	4928	5615
2020	4_MD	MD	Maryland	20204_MD	174390	313333	71157	7700	5392	6108	6330	7034	17641	27126	52034	43784	62868	64511	618	34266	8319	4724	22575	22722	7978	17563	53564	73411	23385	19320	56667	178215	408	32055	5204	3657	13003	17160	4439		29261	20382	11955	8601	23935	166897	210		3115		9572		3539	9408		53029	11430	10719	32732
2020	4_MI	MI	Michigan	20204_MI	63471	151849	20948	4268		6449	7214	7512	15948	20493	25835	19414	20922	15473	1797	7189	30297	3355	11366	4702		7174	10431	26083	6556	5852	4025	68322	1426	6683	21743	2437	6207	3609	707	2826	6412	7003		3625	2117	51656	371	506	8554	918	5159	1093	444	4348	4019	19080		2227	1908
2020	4_MN	MN	Minnesota	20204_MN	153679	199687	35929	5967	5502	8408	8798	8785	19280	27139	42095	30233	41913	40587	1022		34321	6944	17002	11270	4872		27278	52119	13050	8534	13466	121055	851	8217	23566	5011	10637	8519	3038	10580	16312	16471	7044	4447	6362	99040	171	1490	10755	1933	6365	2751	1834	9930	10966	35648	6006	4087	
2020	4_MO	MO	Missouri	20204_MO	98848	283740	35085	5933	6954	11501		13229	26248	37359		35714	42566	25387	6010	19132	31941	6591	22939	15273	3711	17656	20162	51560	10584	9163	15393	128914	5231	17998	23713	5076	12759	11859	2152	6745	11544	12028	5444	5633	8732	101201	779	1134	8228	1515	10180	3414	1559		8618		5140	3530	6661
2020	4_MS	MS	Mississippi	20204_MS	69143	241732	40491	8355	7644	12742	13544	11351	22984	30705	40908	26741	28307	16416	2804	15525	22371	3965	15790	10133	2124	8879	12709	42108	17371	7747	13072	97308	2486	14152	18355	3140	8237	8005	1400	3733	7494	9119	8214	5270	7703	77290	318	1373	4016	825	7553	2128		5146		32989	9157	2477	5369
2020	4_NC	NC	North Carolina	20204_NC		208493	39742	7829		8998	8695	10434	22818	31726	44234	34279		43644	981	14995	26308	5742	19695	8610	5362		41258	69434	11886	9802	12150	129920	679	14012	17759	3926	11052	6853	3087	9181	24338	20401	6236	5504	6892	115261	302	983	8549	1816	8643	1757	2275	9777	16920	49033	5650	4298	5258
2020	4_NJ	NJ	New Jersey	20204_NJ	96903	159029	18307	3560	2931	4928	5749	6689	14309	19387	27193	22157	33932		448	12788	9934	5327	16129	10259	3629	12683	17066	36628	8624		10538		399	11580	6772	3987	9083	8639	2512	6910	10301	10897	4958	2994	7392	63271	49	1208	3162	1340		1620	1117	5773	6765	25731	3666	2648	3146
2020	4_NV	NV	Nevada	20204_NV	39593	144742	24011	2603		2934	3525	4692		15846	22406	18928	22171	13072	1649	9073	4649	2287	11051	8160	1747	6576	11811	19229	21414	5218	8571	61684	1303	8144	3227	1549	5406	6511	1286	2739	7204	5153	11622	2884	4656	49751	346	929	1422	738	5645	1649	461	3837	4607	14076	9792	2334	3915
2020	4_NY	NY	New York	20204_NY	231489	274299		4096	3614	5642		7149	13118	20457	33724	33323	57205	106533	324	22647	16931	11356	25316	22510	8803	36784	41366	97541		11760	22209	186391	300	20563	11175		15712	18318	5367	21421		29425	10603	6448	14727	147828	24	2084	5756	3557	9604	4192	3436	15363	16833	68116	6069	5312	7482
2020		OH	Ohio	20204_OH	65563	210192	24328	5073	5549	7871	8405	9969	18646	26492	39935		28500	18102	3356	9315	43864	4738	15017	9592	2065	10633	13039	34632		5937	8839	97246	2856	8493	31750	3374	8607	7785			8076	7917			5308	70576	500	822	12114	1364	6410	1807	695	5945	4963	26715	3413	2297	
2020	4_OK	OK	Oklahoma	20204_OK	88586	243575	33177	6401	6428	8642	9118	11127	20275	30298	41567	30506	33438	20412	9998	14496	18823	5626	20009	10736	2746	10301	15888	45395	12446	9046	18663	110511	8515	13171	14755	4374	11311	8691	1740	3792	9855	11119	5690	5541	11957	83662	1483	1325	4068	1252	8698	2045	1006	6509	6033		6756	3505	6706
2020	4_OR	OR	Oregon	20204_OR	98052	259893	33497	9452	8943	13824	14391	15028	28573	37148	50872	34170	35330		5707	11580	21304	5382		7805	2384	9420	16964	43475	12600	6861	10416	98788	4428	10643	16974	4106	11653	5683	1672	3911	10061	13743	6539		5370	75245	1279	937	4330	1276	8482		712	5509	6903	29732	6061	2856	5046
2020	4_PA	PA	Pennsylvania		126149	141594	13219	3257	2080	3719	4619	5705	10184	15920	26857	24222	35241	44734	613	9634	26233	5160	13487	7973	3767	19213	26812	40468	6587	6179	5929	95710	426	8791	18007	3404		6197	2525	9833	16022	11331	3734	3633	3657	76345	187	843	8226	1756	5337	1776	1242	9380	10790	29137	2853	2546	2272
2020	4_SC	SC	South Carolina	20204_SC	155336	307809	57998				14128	14095	32766	43683	60911	43264	45026	37678	1190	19905	64591	10863	25689	16363	5594	19194	32494	59641	18702	12719	9261	168476	949	17431	47090	7294	13615	13032	3301	8339	19944	14271		7881	5117	127730	241	2474	17501	3569		3331	2293	10855	12550	45370	8490	4838	4144
2020	4_TN	TN	Tennessee	20204_TN	78830	258688	42871	7193	6853	10700		11641	23981	35357	46078	30185	31095	17799	4375	16059	47676	5878	19690	13921		12630	16504	40458	11155	7835	10755	120393	3597	14429	33331	3760	10433	11363	1914	4861	10033	9199	5881	5481	6111	89684	778	1630	14345	2118	9257	2558	1227	7769	6471	31259	5274	2354	4644
2020	4_TX	TX	Texas	20204_TX	37223		21563	4136	4229	6049	5635	5407	11036		21817	14486	15751	12106	3114	8479	14682	2578	11154		1161	7555	8403	24300	5243	4304	6359	58520	2779	7924	11031	1899	6216	5174		2489	4939	5362	2887	2862	4136	45038	335	555	3651	679	4938	1052	339	5066	3464	18938	2356	1442	2223
2020	4_UT	UT	Utah	20204_UT	176703	326743	33744	4413	3596	4820	6256	6835	15736	27801	49556	42589	59248	51074	3878	25053	33111	9528	30050	13077	7985	28434		54899	12240	11207	13598		3275	22870	24810	7376	18687	10123	5428	16573	33176	21059	7290	7314	9072	102494	603	2183	8301	2152	11363	2954	2557	11861	13311	33840	4950	3893	4526
2020	4_VA	VA		20204_VA	85287	216611	38935	6875	6434	10293	9921	8605	18753	27536	36968	24932	27817	17384	909	13051	17114	4243	17912	13266	2936	15956	19915	38905	11712		17943	94263	782	11764	12177	3145	10211	9453	1693	5939	10702	9096	6025	4189	9087	86817		1287	4937	1098	7701	3813	1243	10017	9213	29809	5687	3029	8856
2020	4_WA	WA	Washington	20204_WA	85380	268261	88719	5906	7020	10343	11448	11656	24661	36734	53911	36526	39760	29363	31109	17867	22526	8686	21910	16222	2414	7992	21524	48564	10906	7551	14017	138714	24489	15339	17358	6279	12891	12305		2930		12592	5469	4596	8639	92574	6620	2528	5168	2407	9019	3917	816	5062	7295	35972	5437	2955	5378
2020	4_WI	WI	Wisconsin	20204_WI	108215	253435	53337	13355		19062	15629	16003	28465	36778	45862	28733	28790	18048	1009	9128	38310	5632	18056	11583	4029	14877	24903	54408	14872	8288	7881	111226	755	8353	26736	3748	10068	7798	2270	6385	14106	14412	8775	3841	3979	101750	254	775	11574		7988	3785	1759	8492	10797	39996	6097	4447	3902
2020	40_CA	CA	California	202040_CA	57289	79568	19010	1315	549	1345	1178	1586	3555	5139	10265	7802	13911	24829	510	5772	10277	4619	6430	5293	1670	9059	12009	14676	4233	3172	4747	47898	289	4950	6832	2821	3829	3888	1179	4763	7587	4497	2423	1799	3041	34569	221	822	3445	1798	2601	1405	491	4296	4422	10179	1810	1373	1706
2020	41_CA	CA	California	202041_CA	24247	56318	9079	1357		1364	1707	1625	2997	5222	7398	6252	10261	11107	181	3571	7047	1662	4974	2625	813	4080	5962	8389	4808	2105	2794	29555		3117	5276	1103	3125	1991	629	1786	3854	2745		1271	1633	19456	83	454		559	1849	634	184	2294	2108	5644	1881	834	1161
2020		CA	California	202042_CA	65880	128951	48836	4103	2412	5802	4867	5220	10648	15132	23154	18159	19303	18541	548	9004	17290	5394	11772	11735	3277	8021	15899	25376	11418	5994	5205	75170	395	8219	11671	3593	6876	8604	2170	4193	9787	7640		3528	2356	55763	153	785	5619	1801	4896	3131	1107	3828	6112	17736	5280	2466	2849
2020	43_CA	CA	California	202043_CA	157063	316689	125626	11285	7725	16618	11570	13520	26378	35247	50568			49512	1000	18179	38443	10723	27318	28234	10635	18175		57427	27720	17500		176105	805	16827	25750	7234	16100		6574	8358		16358	16430	9030	6049	137059	195	1352		3489	11218	8387	4061	9817	17685	41069	11290	8470	7333
2020	44_CA		California	202044_CA	162379	482286		11191	8542	18343	16921	17477	35221	47826		51743	62525	56905	2564	30456		21051	41375	46052		21049	47752	81076	29773	21598	19486	254403	1790	28214	44282	14389	23411	34990	5106	9321	30388	23344	16770	13609	8789	179922	774		19922	6662		11062	2783	11728	17364	57732	13003	7989	10697
2020	45_CA	CA	California	202045_CA	57311	79772	16561	1362	1089	1360	1606	2193	4459	6462	10948	9070	16323		454	6695	12611	4075	7210	4222	1442	7680	12115	16840	6353	3752	3873	51105	283	5976	8872		4375	3124	975	3659	7727	5675	3161	2252	2337	36217	171	719	3739	1386	2835	1098	467	4021	4388	11165	3192	1500	1536
2020	46_CA	CA	California	202046_CA	144583	342019	131398			10245	8629	9226	20280	29592	47871	36831	49989	45832	2728	24725	54787	12008	33002	15544	5079	24029	41254	54305	30132	17154	10226	192527	2120	22551	36842	8620	20080		3427	11761		16685	16631	9649	5638	132446	608	2174	17945	3388	12922	3724	1652	12268			13501	7505	4588
2020	47_CA	CA		202047_CA	334250	341016	79321	13139	6190	10908	9854	11187	23028	33168	55220	52639	80266	122315	2294	22609	60079	16836	35088	16199	9514	46885	71494	71860	29086	17575	13655	246393	1892	19741	40948	11457	20704			27029	44526	26217	17487	8463	8405	166781	402	2868	19131	5379	14384	3455	2734	19856	26968	45643	11599	9112	5250
2020	48_CA	CA	California	202048_CA	303060	664959	127983	13381	8944	16957	18179	18012	37750	55077	92085	75524	109463	123446	7996	48916	63075	15691	56671	30255	10496	36200	74953	106054		23430	41357	334681	5958	44351	45680	11809	32720	23129	7597	16294	48787	31221	25886	13315	27934	224694	2038	4565	17395	3882	23951	7126	2899	19906		74833	18395	10115	13423
2020	49_CA	CA	California		292822	290616	41225	9134	4466	7136	7302	10001	19529		47448	42568	68240	121769	2030	19663	42913	12091	28729	10660	8798	34143	65303	59064	23428	11671	13452	196995	1206	17106	29693	8140	17155	8205	5855	19391	42426	19615	13762		8823	134950	824	2557	13220	3951	11574	2455	2943	14752	22877	39449	9666	6053	4629
2020		AL		20205_AL	118293	199894	36396	6636	5866	10460	11002	10234	21552	27581	36276	28686	34164	32011	2038	13435	34284	4155	17852	8791	3942	8126	34471	36713	9073	6243	19539	115896	1859	12019	24065	2743		6822	2264	3397	23166	9404	4449	3650		82766	179	1416	10219	1412	7721	1969		4729	11305	27309	4624	2593	7612
2020	5_AZ	AZ	Arizona	20205_AZ		220154	20575	5356	2553	4560	6021	6389	15186	23337	40310	34149	48160	48673	1680	14655	27385	7705	22763			29451		47622		8380	11974	135066	1339	12363		5741	14238	8783	4368	14821	17966	14899	6264	5049	7980	94328	341	2292	6130	1964	8525	3766	1210	14630	10995	32723	4427	3331	3994
	5_CA	CA	California	20205_CA	153229	487303	122054	10699	8393	18662		18947	37119	52948	76322	56527	69219	62476	19584	29948	37964	12522	34449	23836		18895	35035	79358	20651	15570	26746	214872	16293	27103	27958		20846	19085	3121	8408	23320	23093	11105	9837	15474	144731	3291	2845	10006	3293	13603	4751	1924	10487	11715	56265	9546	5733	11272
2020	5_CO	CO	Colorado	20205_CO	157069	280544	27467	7065	5089	8784		10111	21088	31853	51481	38556	48395	42226	2035	19702	16794	4399	22493	10934	6644	20328	34474	52745	15185	12216	18421	137409	1535	17401	12523	3175		8449	4008	9442	22870	15539	8876	6695	12311	98961	500	2301	4271	1224	7908	2485	2636	10886	11604	37206	6309	5521	6110
2020	5_CT	CT	Connecticut	20205_CT	166146	263556	40497	7389	6554	10680	9992	11946	21461	32511	47636	37752	54104	62257	1301	19298	41714	8046	24069	10956	6532	26809	30855	63288	11950	9382	11688	150982	843	175920	30215	6034	14943		4403	13417	19000	17754	6737	5108	6664		458	1706	11499	2012	9126	2684		13392	11855	45534	5213	4274	5024
2020	5_FL	FL	Florida	20205_FL	178420	270251	31998	8906	5204	8112	9045	10918	23926	38196	53936		48722	50502	945			7952	26853	14981	4334	43109	43244	55121	19205	11321	13913	157260	772	18923	12893	5558	15209	11449	2421	21114	26981	16471	11451		8693	123520	173	3284	4702	2394	11644	3532	1913	21995		38650	7754	5996	5220
2020	5_GA	GA	Georgia	20205_GA	310840	247680	47984	15961	13379	14092	16725	14132	29649	39241	56756	40464	50930	80192	1107	11825	22832	10444	26610	19231	14887	34981	77578	67771	27783	12562	16990	184551	417	10215	13910	6731	14353	12901	8776		47164	22954	14481	4998	7731	160050	690	1610	8922	3713	12257		6111	15061	30414	44817	13302	7564	9259
2020	5_IL	IL	Illinois	20205_IL	121151	24068	2183	3498	2567	2452	1598	2129	4307	7022	14345	13279	17664	36981		1519	6028		5331	3438	3618	17810	34309	18910	6482			57668	87	1137	3974	2001	2974	2522	2138	11508	18384	6867	3369	1392	1315	48066	45	382	2054		2357	916	1480	6302	15925	12043	3113	1581	800
2020	5_IN	IN	Indiana	20205_IN		266662	33125	9252	7522	10269	11684	13745	27921	36816	57926	40514	51988	52342	2118	14752	44571	9489	25564	13112	5043	26585	38063	66516	15987	11526	12325	162888	1588	12862	32882		15688	10022	3034	12887	23296		8726	6908	7041	122763	530	1890	11689	2389	9876	3090	2009	13698	14767			4618	5284
2020	5_KY		Kentucky	20205_KY	74145	350203	88202	19718	24760	26856	24057	22977	39194	45144	55582	33725	28910	12796	7307	13303	31938	4478	22823	13212	4312	9606	14193	61155	9794	7706	13940	117949	6891	12562	23726	3764	13174	11078	2323	3499	8769	15219	4254	4772	7918	95818	416	741	8212	714	9649	2134	1989	6107	5424	45936	5540		6022
2020	5_LA	LA	Louisiana	20205_LA	86542	327107	79750	14784	16678	20309	19248	21548	32092	39166	47127	30798	36329	22826	9527	19050	19759	7252	23845	13056	4131		17010	66402	13429	10242	18456	124684	8389	17414	16042	5852	12910	10550	2520	4551	10324	13493	6597	6552	9490	110166	1138	1636	3717	1400	10935	2506	1611	8140	6686	52909	6832	3690	8966
2020	5_MA	MA	Massachusetts	20205_MA	345578		39577	8772	6667	11584	10038	8905		26901	43860	40396	65912	119120	516	15997	37176	7505	23446	11081	11123	32952	80212	94452	22534	13183	14287	204957	361	14577	25459	5052	13940	9102	7050	18733	50032	32465	13537	6539	8110	159507	155	1420	11717	2453	9506	1979	4073	14219	30180	61987	8997	6644	
2020	5_MD	MD	Maryland		103399	180158	18003	2868	1921	2782	3368	2885	7429	12578	22742	23005	40939	50794	864	17374	7729	3288	12735	10612	3236	9294		35893	7996	7838	41394	102634	698	14505	5598		7207	8132	2070	3673	17847	9470	4698	4287	21775	85811	166	2869	2131	614			1166	5621	12345	26423	3298	3551	19619
2020	5_MI	MI	Michigan	20205_MI	110867	382225	52467	9145	11094	15745	16767	17826	38663	51411	71940	49877	51178	32193	5179	18190	80857	6052	25355	18525	2737	13376	19711	58929	12831	12065	12291	165275	4434	16892	59708	4450	13539	14046	1679	5148		14207	5905	7068	6141	120823	745		21149	1602	11816	4479	1058	8228	7653	44722	6926	4997	6150
2020	5_MN	MN	Minnesota	20205_MN		273092	46263	11180	8816		12720	13599	27056	42999	63147	48974	61063	61115	1426	12404	47506	10228	31396	13393	6578		54378	75179	21386	12926	11732	187790	1228	10988	33099	7047	18444	10047	4288	19387	33868		12423		5867	147194	198	1416	14407	3181	12952		2290	17065	20510	50573	8963		5865
2020	5_MO	MO	Missouri	20205_MO	98099	191471	32094	8904	8360		12592	11766	24527	32094	38965	26512	27784	18772	700	11995	19193	5701	16868	13011	4146	17222	27545	38879	13934	8457	10549	100374	568		13255	4025	9202	9331	2217	7582	16058	9959	7816	4632	5059	87826	132	1325	5938	1676	7666	3680	1929	9640	11487	28920	6118	3825	5490
2020	5_NC	NC	North Carolina	20205_NC	90983	208524	36418		8668	11582	12528	11452	24444	31949	38850	28787	26906		2941	13671	29099	4502	18909	8297	2167	12968	14242	43246	9124	8747	7335	97693	2313	12511	20187	3201	11390	6432	1341	5353	8406	12252	4966	4805	4536	77555	628	1160	8912	1301	7519	1865		7615		30994	4158	3942	2799
2020	5_NJ	NJ	New Jersey	20205_NJ	234140	197374	22596	5062	3464	5858	6309	7011	14249	18334	32739	32133	53496	96482	789	16149	26412	12442	24480	14359	9162	31546	43799	65343	13265	10721	10283	160897	533	14456	17282	8000	14298	12020	5764	18617	27971	21025	8580	5397	6954	117853	256	16930	9130	4442	10182	2339	3398	12929	15828	44318	4685		3329
2020		NY	New York	20205_NY	157587	283746	66436	7643	6653	9699	8511	9528	18260	27346	41587	35820	46988	49079	183	16520	8084	5369		30635	6491	23498	28259	90155	16834	12913	21285	148108	105	14979	5337	3482		23854	3932		17038	24396		6839	11428	133887	78		2747	1887	8662	6781	2559	10656	11221	65759	6065	6074	9857
2020	5_OH	OH	Ohio		113244	363055	43688	9881	9463	13677	14191	16239	33702		66776	47633	52018	31762	4696	17417	82111	8575	27220	15284	3703	14968	21935	60209	11404	9806	13216	169231	3997	15990	59469	6681	14661	12327	2406	6408	13677	13613	5642	6124	8236	121313	699	1427	22642	1894	12559	2957	1297	8560	8258	46596	5762	3682	4980
2020	5_OK	OK	Oklahoma		185337	389843			11052	16531	15672	22001	37362	53665	71873	50447	56511	47164	15281	25346	29470	11411	36424	19723	5784	27034	38902	81389	24199	16548	35270	204983	12138		22434	8263		15526	3670	11300	22960	23180	11886	9088	21451	161798	3143	2386	7036	3148	16297	4197	2114	15734	15942	58209	12313	7460	13819
2020	5_OR	OR	Oregon	20205_OR	159708	282779	37799	7711	6164	9927	9425	10399	23674	34803	55170	43587	52574	49000	5898	22071	31904	8937	27670	13260	4743	17457	29980	57190	15756	10448	13111	149049	4597	19707	24613	6876	16383	10185	2890	7556	18987	16365	8400	5995	6495	109376	1301	2364	7291	2061	11287	3075	1853	9901	10993	40825	7356	4453	6616
2020		PA	Pennsylvania	20205_PA	161952	221743	27244	7251	5364		7439	9186	20129	27107	38887	31534	43312	52854	592	12479	21129	6702	19594	14206		24345	34403	68483	12466	9975	10376	130895	454	11354	14976	5100	11375	11132		12821	21227	21140	7061	5410	5703	109115	138	1125	6153		8219	3074	2118	11524	13176	47343	5405	4565	4673
2020	5_SC		South Carolina	20205_SC	91790	230191	40193	8942	6237	11340	11365	11655	22092	27852	41251	28134	33647	25558	2199	13313	39628	6814	19201	14063	3402		20731	38061	10095	7544	9243	111645	1917		27623	4689	9812		1981	7957	12176	8192	4795		5316	89717	282	1152	12005	2125	9389	3497	1421	9111		29869	5300	3084	3927
